Log file open, 01/24/23 23:37:00
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB6600][00000694F61C5000 52] iPadPro6_129, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB9800][00000694F61C7800 52] AppleTV, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB6C00][00000694F61CA000 52] AppleTV4K, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB9A00][00000694F61CC800 52] AppleTV2_4K, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB9E00][00000694F61B2800 52] TVOS, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBB000][00000694F61D2800 52] Mac, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBB200][00000694F61D0000 52] MacEditor, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB9C00][00000694F61D7800 52] MacClient, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBA200][00000694F61DA000 52] MacServer, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBBA00][00000694F61C2800 52] Linux, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB9600][00000694F61DC800 52] LinuxEditor, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBA000][00000694F61E0000 52] LinuxArm64Editor, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBAE00][00000694F61E5000 52] LinuxArm64, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB9200][00000694F61E7800 52] LinuxClient, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBAA00][00000694F61EA000 52] LinuxArm64Client, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB8600][00000694F61EC800 52] LinuxServer, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB7600][00000694F61D5000 52] LinuxArm64Server, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB7C00][00000694F61F0000 52] Android, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBA400][00000694F61F5000 52] Android_Preview_OpenGL, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBB400][00000694F61F7800 52] Android_Preview_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBBC00][00000694F61FA000 52] Android_Low, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBC000][00000694F61FC800 52] Android_Mid, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB9400][00000694F61E2800 52] Android_High, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBBE00][00000694F6200000 52] Android_Default, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBA800][00000694F6205000 52] Android_Adreno4xx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBC800][00000694F6207800 52] Android_Adreno5xx_Low, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBAC00][00000694F620A000 52] Android_Adreno5xx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBCA00][00000694F620C800 52] Android_Adreno6xx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBCE00][00000694F61F2800 52] Android_Adreno6xx_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBD000][00000694F6210000 52] Android_Adreno7xx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBC200][00000694F6215000 52] Android_Adreno7xx_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBC400][00000694F6217800 52] Android_Mali_T6xx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DB8C00][00000694F621A000 52] Android_Mali_T7xx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBD800][00000694F621C800 52] Android_Mali_T8xx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBA600][00000694F6202800 52] Android_Mali_G71, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBDA00][00000694F6220000 52] Android_Mali_G72, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBDE00][00000694F6225000 52] Android_Mali_G72_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBE000][00000694F6227800 52] Android_Mali_G76, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBD200][00000694F622A000 52] Android_Mali_G76_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBD400][00000694F622C800 52] Android_Mali_G77, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBB800][00000694F6212800 52] Android_Mali_G77_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBE800][00000694F6230000 52] Android_Mali_G78, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBB600][00000694F6235000 52] Android_Mali_G78_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBEA00][00000694F6237800 52] Android_Mali_G710, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBEE00][00000694F623A000 52] Android_Mali_G710_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBF000][00000694F623C800 52] Android_Xclipse_920, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBE200][00000694F6222800 52] Android_Xclipse_920_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBE400][00000694F6240000 52] Android_Vulkan_SM5, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBC600][00000694F6245000 52] Android_PowerVR_G6xxx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBF800][00000694F6247800 52] Android_PowerVR_GT7xxx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBCC00][00000694F624A000 52] Android_PowerVR_GE8xxx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F5DBEC00][00000694F624C800 52] Android_PowerVR_GM9xxx, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F570EE00][00000694F6232800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F6280000][00000694F6250000 52] Android_TegraK1, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F6281200][00000694F6255000 52] Android_Unknown_Vulkan, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F6281000][00000694F6257800 52] Oculus_Quest, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F6281A00][00000694F625A000 52] Oculus_Quest2, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: 	[00000694F6280800][00000694F625C800 52] HoloLens, 
[2023.01.24-17.37.02:704][  0]LogDeviceProfileManager: Active device profile: [00000694F5DB3200][00000694F31A2800 52] WindowsEditor
[2023.01.24-17.37.02:704][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.01.24-17.37.02:704][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../Unreal Projects/MyStudeyProject/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.01.24-17.37.02:709][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.01.24-17.37.02:709][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../Unreal Projects/MyStudeyProject/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.01.24-17.37.02:717][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.01.24-17.37.02:720][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_InvalidHostPrerequisites", Error="Android Studio is not installed correctly.|Android SDK directory is not set correctly.")
[2023.01.24-17.37.02:720][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Valid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=10.0.17763.0, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2023.01.24-17.37.02:723][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="D:/Unreal Projects/MyStudeyProject/MyStudeyProject.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Unreal Projects/MyStudeyProject/Intermediate/TurnkeyReport_1.log" -log="D:/Unreal Projects/MyStudeyProject/Intermediate/TurnkeyLog_1.log" -project="D:/Unreal Projects/MyStudeyProject/MyStudeyProject.uproject"  -Device=Win64@LAPTOP-3R9REIVC'
[2023.01.24-17.37.02:723][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/Unreal Engine/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/Unreal Projects/MyStudeyProject/MyStudeyProject.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Unreal Projects/MyStudeyProject/Intermediate/TurnkeyReport_1.log" -log="D:/Unreal Projects/MyStudeyProject/Intermediate/TurnkeyLog_1.log" -project="D:/Unreal Projects/MyStudeyProject/MyStudeyProject.uproject"  -Device=Win64@LAPTOP-3R9REIVC" -nocompile -nocompileuat ]
[2023.01.24-17.37.02:769][  0]LogTexture: Display: Oodle Texture Encode Speed settings: Fast: RDO Off Lambda=0, Effort=Normal Final: RDO Off Lambda=0, Effort=Normal
